"year_month","product_type","unpackaged_inventory_units","packaged_production_units","packaged_inventory_units_federal_lh","packaged_inventory_units_prov_distributors_retailers","sales_medical_units","sales_non_medical_units","unpackaged_production_kg","unpackaged_inventory_kg","packaged_production_kg","packaged_inventory_kg_federal_lh","packaged_inventory_kg_prov_distributors_retailers","sales_medical_kg","sales_non_medical_kg"
"2022-04","vegetative cannabis plants / plantes de cannabis végétatives","3,168,718","1,648","0","0","794","27","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-05","vegetative cannabis plants / plantes de cannabis végétatives","3,662,437","722","0","7","614","33","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-06","vegetative cannabis plants / plantes de cannabis végétatives","3,902,098","4,599","0","44","2,980","7","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-07","vegetative cannabis plants / plantes de cannabis végétatives","3,734,324","1,126","0","0","704","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-08","vegetative cannabis plants / plantes de cannabis végétatives","3,259,900","208","0","3","149","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-09","vegetative cannabis plants / plantes de cannabis végétatives","2,731,199","14","111","3","52","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-10","vegetative cannabis plants / plantes de cannabis végétatives","2,735,704","154","117","2","2,488","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-11","vegetative cannabis plants / plantes de cannabis végétatives","2,645,631","90","111","4","1,211","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-12","vegetative cannabis plants / plantes de cannabis végétatives","2,486,045","10","111","0","991","4","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-01","vegetative cannabis plants / plantes de cannabis végétatives","2,546,610","1,090","60","0","236","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-02","vegetative cannabis plants / plantes de cannabis végétatives","2,659,192","279","0","0","22","253","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-03","vegetative cannabis plants / plantes de cannabis végétatives","2,682,534","1,917","119","136","4,525","757","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-04","vegetative cannabis plants / plantes de cannabis végétatives","2877371","2740","0","183","96","1769","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-05","vegetative cannabis plants / plantes de cannabis végétatives","2967779","4156","514","227","3808","3284","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-06","vegetative cannabis plants / plantes de cannabis végétatives","3050582","1821","464","286","4120","6158","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-07","vegetative cannabis plants / plantes de cannabis végétatives","3133680","248","224","238","1365","577","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-08","vegetative cannabis plants / plantes de cannabis végétatives","2542766","271","224","108","2133","196","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-09","vegetative cannabis plants / plantes de cannabis végétatives","2088637","106","224","100","74","113","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-10","vegetative cannabis plants / plantes de cannabis végétatives","2206855","361","224","78","28","168","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-11","vegetative cannabis plants / plantes de cannabis végétatives","2311822","85","20","53","1803","117","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-12","vegetative cannabis plants / plantes de cannabis végétatives","2285207","111","20","21","2513","145","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-01","vegetative cannabis plants / plantes de cannabis végétatives","2233739","155","75","99","2815","210","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-02","vegetative cannabis plants / plantes de cannabis végétatives","2310138","135","70","45","2170","123","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-03","vegetative cannabis plants / plantes de cannabis végétatives","2483379","652","160","115","66","646","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-04","vegetative cannabis plants / plantes de cannabis végétatives","2907869","2582","142","799","69","3752","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-05","vegetative cannabis plants / plantes de cannabis végétatives","3666197","3836","70","693","34","7283","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-06","vegetative cannabis plants / plantes de cannabis végétatives","4173307","4158","30","1170","436","6655","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-07","vegetative cannabis plants / plantes de cannabis végétatives","4488491","2195","565","273","59","1150","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-08","vegetative cannabis plants / plantes de cannabis végétatives","3078650","94","565","30","120","150","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-09","vegetative cannabis plants / plantes de cannabis végétatives","2574198","50","500","17","4","98","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-10","vegetative cannabis plants / plantes de cannabis végétatives","2474956","461","381","57","30","203","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-11","vegetative cannabis plants / plantes de cannabis végétatives","2488464","107","382","62","192","194","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-12","vegetative cannabis plants / plantes de cannabis végétatives","2433181","103","384","15","859","147","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-01","vegetative cannabis plants / plantes de cannabis végétatives","2630603","239","384","68","275","112","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-02","vegetative cannabis plants / plantes de cannabis végétatives","2604434","895","1044","11","40","214","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-03","vegetative cannabis plants / plantes de cannabis végétatives","2913227","2182","961","236","242","1430","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-10","whole cannabis plants / plantes de cannabis entières","2532483","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-11","whole cannabis plants / plantes de cannabis entières","2371870","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-12","whole cannabis plants / plantes de cannabis entières","2568565","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-01","whole cannabis plants / plantes de cannabis entières","2575352","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-02","whole cannabis plants / plantes de cannabis entières","2726490","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-03","whole cannabis plants / plantes de cannabis entières","2967146","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-04","whole cannabis plants / plantes de cannabis entières","3224931","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-05","whole cannabis plants / plantes de cannabis entières","3137131","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-06","whole cannabis plants / plantes de cannabis entières","3034803","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-07","whole cannabis plants / plantes de cannabis entières","3179929","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-08","whole cannabis plants / plantes de cannabis entières","3555001","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-09","whole cannabis plants / plantes de cannabis entières","2977751","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-10","whole cannabis plants / plantes de cannabis entières","3117193","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-11","whole cannabis plants / plantes de cannabis entières","2780018","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-12","whole cannabis plants / plantes de cannabis entières","2730170","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-01","whole cannabis plants / plantes de cannabis entières","2779054","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-02","whole cannabis plants / plantes de cannabis entières","2867283","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-03","whole cannabis plants / plantes de cannabis entières","2794105","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-04","whole cannabis plants / plantes de cannabis entières","2814676","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-05","whole cannabis plants / plantes de cannabis entières","2858134","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-06","whole cannabis plants / plantes de cannabis entières","2813991","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-07","whole cannabis plants / plantes de cannabis entières","3337713","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-08","whole cannabis plants / plantes de cannabis entières","3576697","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-09","whole cannabis plants / plantes de cannabis entières","3752522","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-10","whole cannabis plants / plantes de cannabis entières","3175277","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-11","whole cannabis plants / plantes de cannabis entières","3002000","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-12","whole cannabis plants / plantes de cannabis entières","3215507","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-01","whole cannabis plants / plantes de cannabis entières","3090553","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-02","whole cannabis plants / plantes de cannabis entières","3077921","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-03","whole cannabis plants / plantes de cannabis entières","2833597","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-04","whole cannabis plants / plantes de cannabis entières","2,745,346","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-05","whole cannabis plants / plantes de cannabis entières","2,663,888","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-06","whole cannabis plants / plantes de cannabis entières","2,596,437","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-07","whole cannabis plants / plantes de cannabis entières","2,666,539","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-08","whole cannabis plants / plantes de cannabis entières","3,049,530","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-09","whole cannabis plants / plantes de cannabis entières","2,835,271","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-10","whole cannabis plants / plantes de cannabis entières","2,482,464","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-11","whole cannabis plants / plantes de cannabis entières","2,285,130","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-12","whole cannabis plants / plantes de cannabis entières","2,368,437","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-01","whole cannabis plants / plantes de cannabis entières","2,214,383","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-02","whole cannabis plants / plantes de cannabis entières","2,185,240","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-03","whole cannabis plants / plantes de cannabis entières","2,168,508","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-04","whole cannabis plants / plantes de cannabis entières","2165664","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-05","whole cannabis plants / plantes de cannabis entières","1969771","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-06","whole cannabis plants / plantes de cannabis entières","2015086","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-07","whole cannabis plants / plantes de cannabis entières","1929329","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-08","whole cannabis plants / plantes de cannabis entières","2429010","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-09","whole cannabis plants / plantes de cannabis entières","2542848","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-10","whole cannabis plants / plantes de cannabis entières","1994530","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-11","whole cannabis plants / plantes de cannabis entières","1923886","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-12","whole cannabis plants / plantes de cannabis entières","2048187","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-01","whole cannabis plants / plantes de cannabis entières","2421724","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-02","whole cannabis plants / plantes de cannabis entières","2374362","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-03","whole cannabis plants / plantes de cannabis entières","2426041","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-04","whole cannabis plants / plantes de cannabis entières","2030707","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-05","whole cannabis plants / plantes de cannabis entières","2088491","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-06","whole cannabis plants / plantes de cannabis entières","2126582","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-07","whole cannabis plants / plantes de cannabis entières","2189907","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-08","whole cannabis plants / plantes de cannabis entières","3237878","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-09","whole cannabis plants / plantes de cannabis entières","3197142","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-10","whole cannabis plants / plantes de cannabis entières","2435780","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-11","whole cannabis plants / plantes de cannabis entières","2432223","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-12","whole cannabis plants / plantes de cannabis entières","2402783","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-01","whole cannabis plants / plantes de cannabis entières","2537276","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-02","whole cannabis plants / plantes de cannabis entières","2414099","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-03","whole cannabis plants / plantes de cannabis entières","2463821","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
